,Animal Name,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,was_outcome_alive,Intake_Date_dt,Outcome_Date_dt,days_in_shelter
10769,*JASPER,WHITE,,Male,2021-04-07,2.0,2021-04-14,UNDER AGE/WEIGHT,STRAY,OTC,,2021-04-16,"2200 LIME AVE, LONG BEACH CA 90806",LONG BEACH,TRANSFER,SPCALA,1,2021-04-14,2021-04-16,2 days
10770,,WHITE,BLACK,Male,2011-04-24,12.0,2021-04-15,ILL SEVERE,STRAY,FIELD,,2021-04-15,"2100 BLK LOCUST AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2021-04-15,2021-04-15,0 days
10771,ATHENA,BLACK,,Spayed,2012-06-08,10.0,2020-06-20,NORMAL,STRAY,OTC,,2020-11-29,"13500 BLK FELSON ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,PFE/PAWSHP,1,2020-06-20,2020-11-29,162 days
10772,*,BRN TABBY,WHITE,Male,2021-04-16,2.0,2021-04-17,UNDER AGE/WEIGHT,STRAY,OTC,,2021-04-23,"900 BLK WARDLOW RD, LONG BEACH, CA 90807",LONG BEACH,DIED,,0,2021-04-17,2021-04-23,6 days
10773,MURPHY,FLAME PT,,Neutered,2021-04-15,2.0,2021-04-15,UNDER AGE/WEIGHT,STRAY,OTC,,2021-08-06,"1245 E 23RD ST, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,GOOD SAM,1,2021-04-15,2021-08-06,113 days
10774,,BRN TABBY,,Female,2021-03-25,2.0,2021-04-19,FRACTIOUS,STRAY,OTC,,2021-04-29,"1000 BLK N ALMOND CT, LONG BEACH, CA 90813",LONG BEACH,FOSTER TO ADOPT,,1,2021-04-19,2021-04-29,10 days
10775,,BLACK,WHITE,Male,2021-03-28,2.0,2021-04-19,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-04-21,"E 27TH ST / PASADENA AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,1,2021-04-19,2021-04-21,2 days
10776,*,LYNX PT,,Male,2021-03-30,2.0,2021-04-21,UNDER AGE/WEIGHT,STRAY,OTC,,2021-04-21,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,HOUSEOBC,1,2021-04-21,2021-04-21,0 days
10777,,BLACK,WHITE,Male,2021-03-21,2.0,2021-04-21,UNDER AGE/WEIGHT,STRAY,OTC,,2021-04-21,"2727 E 7TH ST, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,1,2021-04-21,2021-04-21,0 days
10778,*BONNIE,BRN TABBY,WHITE,Spayed,2018-04-26,5.0,2021-04-22,NORMAL,CONFISCATE,CRUELTY,,2021-08-25,"1600 ADOLFO LOPEZ DR, SEAL BEACH, CA 90740",SEAL BEACH,ADOPTION,PFE/PAWSHP,1,2021-04-22,2021-08-25,125 days
10779,,BLACK,WHITE,Male,2011-04-24,12.0,2021-04-24,INJURED  MODERATE,STRAY,FIELD,,2021-04-24,"1800 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2021-04-24,2021-04-24,0 days
10780,*,WHITE,BLACK,Male,2021-03-24,2.0,2021-04-24,UNDER AGE/WEIGHT,STRAY,OTC,,2021-04-24,"5900 BLK E SPRING ST, LONG BEACH, CA 90808",LONG BEACH,RESCUE,SPCALA,1,2021-04-24,2021-04-24,0 days
10781,BRUCE,ORG TABBY,,Male,2020-04-24,3.0,2021-04-24,INJURED  MILD,OWNER SURRENDER,OTC,COST,2021-05-12,"1800 BLK JUNIPERO AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,KARMARES,1,2021-04-24,2021-05-12,18 days
10782,,WHITE,BLACK,Male,2021-04-06,2.0,2021-04-25,NORMAL,STRAY,OTC,,2021-05-02,"1900 CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,1,2021-04-25,2021-05-02,7 days
10783,,LILAC PT,,Female,2021-04-01,2.0,2021-04-25,NORMAL,STRAY,OTC,,2021-05-02,"1900 CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,1,2021-04-25,2021-05-02,7 days
10784,,BLACK,,Male,2011-04-29,12.0,2021-04-29,INJURED  MODERATE,STRAY,FIELD,,2021-04-29,"3000 BLK KAREN AVE, LONG BEACH, CA 90808",LONG BEACH,EUTHANASIA,AT VET,0,2021-04-29,2021-04-29,0 days
10785,,GRAY,,Male,2011-04-30,12.0,2021-04-30,ILL MODERATETE,STRAY,FIELD,,2021-04-30,"12900 MOORSHIRE DR, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,ILL SEVERE,0,2021-04-30,2021-04-30,0 days
10786,*,BRN TABBY,,Male,2021-03-30,2.0,2021-04-30,UNDER AGE/WEIGHT,STRAY,OTC,,2022-06-26,"1300 BLK E 14TH ST, LONG BEACH, CA 90813",LONG BEACH,MISSING,,1,2021-04-30,2022-06-26,422 days
10787,*,ORANGE,,Female,2021-04-18,2.0,2021-04-30,UNDER AGE/WEIGHT,STRAY,OTC,,2021-05-09,"1400 BLK E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,SPCALA,1,2021-04-30,2021-05-09,9 days
10788,*,ORANGE,,Female,2021-04-18,2.0,2021-04-30,UNDER AGE/WEIGHT,STRAY,OTC,,2021-05-09,"1400 BLK E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,SPCALA,1,2021-04-30,2021-05-09,9 days
10789,*NAUGHTICAL,BRN TABBY,WHITE,Neutered,2020-04-30,3.0,2021-04-30,ILL MODERATETE,STRAY,FIELD,,2021-06-02,"500 BLK E 17TH ST, LONG BEACH, CA 90813",LONG BEACH,COMMUNITY CAT,,1,2021-04-30,2021-06-02,33 days
10790,*RILEY,BLACK,WHITE,Neutered,2021-03-05,2.0,2021-05-05,NORMAL,STRAY,FIELD,,2021-05-07,"1500 BLK E 11TH ST, LONG BEACH, CA 90813",LONG BEACH,FOSTER TO ADOPT,,1,2021-05-05,2021-05-07,2 days
10791,*HONEYDEW,GRAY,,Spayed,2021-03-25,2.0,2021-05-06,NORMAL,STRAY,OTC,,2021-05-14,"17200 BLK JEANETTE AVE, CERRITOS, CA 90703",CERRITOS,FOSTER TO ADOPT,,1,2021-05-06,2021-05-14,8 days
10792,NYLA,SNOWSHOE,,Spayed,2013-05-06,10.0,2021-05-07,NORMAL,OWNER SURRENDER,OTC,OWNER DIED,2021-08-17,"700 BLK E MEDIO ST, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,PFE/PAWSHP,1,2021-05-07,2021-08-17,102 days
10793,*SUNNY,WHITE,TAN,Male,2021-04-06,2.0,2021-05-06,INJURED  MODERATE,STRAY,FIELD,,2021-07-08,"1300 BLK E APPLETON ST, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,1,2021-05-06,2021-07-08,63 days
10794,,CALICO,,Female,2021-04-07,2.0,2021-05-07,UNDER AGE/WEIGHT,STRAY,OTC,,2021-05-09,"1400 BLK SEABRIGHT AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,MILTONSMUT,1,2021-05-07,2021-05-09,2 days
10795,TOFU,BLACK,WHITE,Unknown,2021-04-08,2.0,2021-05-08,ILL SEVERE,STRAY,FIELD,,2021-05-08,"6400 BLK CORONADO AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,1,2021-05-08,2021-05-08,0 days
10796,*PETER,ORANGE,WHITE,Neutered,2021-03-08,2.0,2021-05-08,NORMAL,STRAY,OTC,,2021-05-12,"800 BLK CERRITOS AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,1,2021-05-08,2021-05-12,4 days
10797,*LILY,CALICO,WHITE,Spayed,2021-03-08,2.0,2021-05-08,NORMAL,STRAY,OTC,,2021-05-19,"800 BLK CERRITOS AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,1,2021-05-08,2021-05-19,11 days
10798,FELIX,BLACK,WHITE,Neutered,2018-05-09,5.0,2021-05-09,NORMAL,STRAY,ABAN SHLTR,,2021-05-21,"7000 BLK E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,STRAYCATAL,1,2021-05-09,2021-05-21,12 days
10799,*LUCY,LC LYNX PT,,Female,2021-04-25,2.0,2021-05-09,NORMAL,OWNER SURRENDER,FIELD,,2021-06-09,"190O BLK CEDAR AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,1,2021-05-09,2021-06-09,31 days
10800,,BRN TABBY,WHITE,Female,2020-05-10,3.0,2021-05-10,INJURED  SEVERE,STRAY,FIELD,,2021-05-10,"100 E 67TH ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2021-05-10,2021-05-10,0 days
10801,TITA,WHITE,BLACK,Spayed,2021-05-04,2.0,2021-05-04,UNDER AGE/WEIGHT,STRAY,BORN@SHELT,,2021-07-28,"7700 E SPRING ST, LONG BEACH CA 90815",LONG BEACH,FOSTER TO ADOPT,,1,2021-05-04,2021-07-28,85 days
10802,*SPRITE,LILAC PT,,Female,2021-05-04,2.0,2021-05-04,UNDER AGE/WEIGHT,STRAY,BORN@SHELT,,2021-06-13,"7700 E SPRING ST, LONG BEACH CA 90815",LONG BEACH,DIED,IN CARE,0,2021-05-04,2021-06-13,40 days
10803,*WAFFLES,CALICO DIL,,Female,2021-04-17,2.0,2021-05-11,WELFARE SEIZURES,CONFISCATE,OWNER DIED,,2021-05-13,"300 BLK E ESTHER ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,HOUSEOBC,1,2021-05-11,2021-05-13,2 days
10804,*GARFIELD,ORG TABBY,,Neutered,2019-05-11,4.0,2021-05-11,ILL MILD,STRAY,FIELD,,2021-05-28,"1900 BLK CEDAR AVE, LB 90806",LONG BEACH,ADOPTION,WEB,1,2021-05-11,2021-05-28,17 days
10805,CANDY,BRN TABBY,,Female,2021-03-28,2.0,2021-05-11,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-06-05,"1400 PETERSON AVE, LB, CA 90813",LONG BEACH,FOSTER TO ADOPT,,1,2021-05-11,2021-06-05,25 days
10806,*CHEECH,BRN TABBY,WHITE,Female,2021-03-22,2.0,2021-05-12,UNDER AGE/WEIGHT,STRAY,OTC,,2021-05-15,"400 BLK E 21ST ST, LONG BEACH, CA 90806",LONG BEACH,MISSING,IN KENNEL,1,2021-05-12,2021-05-15,3 days
10807,,BLACK,WHITE,Unknown,2021-05-11,2.0,2021-05-13,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-05-19,"1600 BLK ROSE AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2021-05-13,2021-05-19,6 days
10808,*BODHI,GRAY TABBY,,Spayed,2021-05-11,2.0,2021-05-13,UNDER AGE/WEIGHT,STRAY,FIELD,,2022-07-08,"1600 BLK ROSE AVE, LONG BEACH, CA 90813",LONG BEACH,MISSING,,1,2021-05-13,2022-07-08,421 days
10809,*BEATRICE,GRAY TABBY,WHITE,Spayed,2020-05-14,3.0,2021-05-14,NORMAL,STRAY,OTC,,2021-05-21,"1100 BLK MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,STRAYCATAL,1,2021-05-14,2021-05-21,7 days
10810,*BENJI,BRN TABBY,,Neutered,2021-02-18,2.0,2021-05-14,NORMAL,STRAY,OTC,,2021-05-20,"1100 BLK MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,1,2021-05-14,2021-05-20,6 days
10811,BUSTER,GRAY TABBY,WHITE,Neutered,2020-10-14,2.0,2021-05-21,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2021-05-30,"2000 BLK PARK AVE, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,1,2021-05-21,2021-05-30,9 days
10812,,GRAY TABBY,GRAY,Female,2021-04-14,2.0,2021-05-14,NORMAL,STRAY,OTC,,2021-05-14,"600 BLK ALBERTONI, CARSON, CA 90746",LA COUNTY,TRANSFER,LA COUNTY,1,2021-05-14,2021-05-14,0 days
10813,*NYLA,GRAY,BLACK,Spayed,2021-03-14,2.0,2021-05-14,NORMAL,STRAY,OTC,,2021-05-19,"4500 BLK WALNUT AVE, LONG BEACH, CA 90807",LONG BEACH,FOSTER TO ADOPT,,1,2021-05-14,2021-05-19,5 days
10814,*PHINEUS,ORG TABBY,,Male,2021-03-15,2.0,2021-05-15,NORMAL,STRAY,OTC,,2021-05-21,"200 BLK E 68TH WAY, LONG BEACH CA 90805",LONG BEACH,FOSTER TO ADOPT,,1,2021-05-15,2021-05-21,6 days
10815,*ZYLA,BLACK,WHITE,Female,2021-04-01,2.0,2021-05-16,UNDER AGE/WEIGHT,STRAY,OTC,,2021-05-29,"900 BLK E NEVADA AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,FOSTER TO ADOPT,,1,2021-05-16,2021-05-29,13 days
10816,,GRAY TABBY,WHITE,Female,2021-04-18,2.0,2021-05-16,ILL MILD,STRAY,OTC,,2022-06-26,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,MISSING,IN KENNEL,1,2021-05-16,2022-06-26,406 days
10817,,GRAY,WHITE,Unknown,,,2021-05-16,ILL SEVERE,STRAY,FIELD,,2021-05-17,"1600 BLK LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,AT VET,0,2021-05-16,2021-05-17,1 days
10818,*TAMBOURINE,ORANGE,WHITE,Neutered,2021-03-19,2.0,2021-05-21,NORMAL,STRAY,OTC,,2021-06-04,"3400 BLK PALO VERDE AVE, LONG BEACH, CA 90808",LONG BEACH,RESCUE,LITTLELION,1,2021-05-21,2021-06-04,14 days
10819,*UKULELE,ORANGE,WHITE,Female,2021-03-19,2.0,2021-05-21,NORMAL,STRAY,OTC,,2021-06-04,"3400 BLK PALO VERDE AVE, LONG BEACH, CA 90808",LONG BEACH,RESCUE,LITTLELION,1,2021-05-21,2021-06-04,14 days
10820,*CHRISSY,CALICO,WHITE,Female,2021-04-20,2.0,2021-05-26,UNDER AGE/WEIGHT,RETURN,SPCALA,,2021-06-16,"7800 BLK E TARMA ST, LONG BEACH, CA 90806",LONG BEACH,FOSTER TO ADOPT,,1,2021-05-26,2021-06-16,21 days
10821,*JACKIE,ORANGE,,Male,2021-04-19,2.0,2021-05-20,NORMAL,STRAY,OTC,,2021-05-20,"7800 BLK E TARMA ST, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,SPCALA,1,2021-05-20,2021-05-20,0 days
10822,*JACKIE,ORANGE,,Male,2021-04-19,2.0,2021-05-26,UNDER AGE/WEIGHT,RETURN,SPCALA,,2021-06-16,"7800 BLK E TARMA ST, LONG BEACH, CA 90806",LONG BEACH,FOSTER TO ADOPT,,1,2021-05-26,2021-06-16,21 days
10823,*,GRAY,,Unknown,2021-05-03,2.0,2021-05-21,UNDER AGE/WEIGHT,STRAY,OTC,,2021-05-22,"5600 BLK CHERRY AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,APAWSITIVE,1,2021-05-21,2021-05-22,1 days
10824,*ZIPPY,GRAY,WHITE,Male,2021-03-21,2.0,2021-05-21,NORMAL,STRAY,OTC,,2021-05-28,"200 BLK E MOUNTAIN VIEW ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,1,2021-05-21,2021-05-28,7 days
10825,*STEVIE,SNOWSHOE,,Neutered,2021-03-21,2.0,2021-05-21,NORMAL,STRAY,OTC,,2021-05-23,"200 BLK E MOUNTAIN VIEW ST, LONG BEACH, CA 90805",LONG BEACH,FOSTER TO ADOPT,,1,2021-05-21,2021-05-23,2 days
10826,*ZION,BLACK,,Neutered,2021-04-22,2.0,2021-05-22,UNDER AGE/WEIGHT,STRAY,OTC,,2021-07-14,"16900 BLK ERIC AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,1,2021-05-22,2021-07-14,53 days
10827,*JERSEY,LYNX PT,,Male,2021-04-22,2.0,2021-05-22,UNDER AGE/WEIGHT,STRAY,OTC,,2021-05-26,"2000 BLK OLIVE AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,1,2021-05-22,2021-05-26,4 days
10828,*PASCAL,BROWN,BLACK,Male,2021-05-02,2.0,2021-05-23,UNDER AGE/WEIGHT,STRAY,OTC,,2021-07-16,"5000 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2021-05-23,2021-07-16,54 days
10829,*DOT,BLACK,,Female,2021-04-23,2.0,2021-05-23,UNDER AGE/WEIGHT,STRAY,OTC,,2021-07-02,"1000 BLK MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90813",LONG BEACH,FOSTER TO ADOPT,,1,2021-05-23,2021-07-02,40 days
10830,ANDY,BLACK,,Male,2021-04-23,2.0,2021-05-23,UNDER AGE/WEIGHT,STRAY,OTC,,2021-07-02,"1000 BLK MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLELION,1,2021-05-23,2021-07-02,40 days
10831,*APRICOT,TORTIE DIL,,Spayed,2020-05-26,2.0,2021-05-26,NORMAL,STRAY,OTC,,2021-05-29,"6700 BLK E ESPANITA ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,1,2021-05-26,2021-05-29,3 days
10832,*PRETZEL,WHITE,BLACK,Neutered,2017-05-26,5.0,2021-06-23,BEHAVIOR  MILD,RETURN,SPCALA,,2021-07-09,"3400 BLK STANBRIDGE AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,WEB,1,2021-06-23,2021-07-09,16 days
10833,LUNA,BRN TABBY,,Spayed,2021-04-27,2.0,2021-05-27,UNDER AGE/WEIGHT,STRAY,OTC,,2021-07-09,"2300 BLK E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,FOSTER TO ADOPT,,1,2021-05-27,2021-07-09,43 days
10834,FIDGET,BLK TABBY,,Spayed,2021-04-27,2.0,2021-06-30,NORMAL,RETURN,ADOPTION,OWNER PROB,2021-07-11,"800 BLK CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,FOSTER TO ADOPT,,1,2021-06-30,2021-07-11,11 days
10835,*CHAI,BLACK,WHITE,Neutered,2021-04-27,2.0,2021-05-27,UNDER AGE/WEIGHT,STRAY,OTC,,2021-08-11,"2300 BLK E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,FOSTER TO ADOPT,,1,2021-05-27,2021-08-11,76 days
10836,*BEANS,BRN TABBY,,Neutered,2013-05-28,9.0,2021-05-28,ILL MILD,STRAY,OTC,,2021-11-06,"2700 BLK E SPAULDING ST, LONG BEACH, CA 90804",LONG BEACH,COMMUNITY CAT,,1,2021-05-28,2021-11-06,162 days
10837,MISS CAT,TORTIE,,Spayed,2021-04-28,2.0,2021-05-28,NORMAL,STRAY,OTC,,2021-08-19,"4220 LONG BEACH BLVD, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,PFE/PAWSHP,1,2021-05-28,2021-08-19,83 days
10838,,WHITE,GRAY,Female,2021-04-30,2.0,2021-05-30,NORMAL,STRAY,OTC,,2021-05-30,"6797 BLK ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2021-05-30,2021-05-30,0 days
10839,*JUJUBEE,ORG TABBY,WHITE,Male,2021-03-16,2.0,2021-05-31,NORMAL,STRAY,FIELD,,2021-06-04,"2900 BLK REDONDO AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLELION,1,2021-05-31,2021-06-04,4 days
10840,*MICKEY,BLACK,,Male,2021-05-14,2.0,2021-06-03,UNDER AGE/WEIGHT,STRAY,OTC,,2021-06-07,"1700 BLK E JACKSON ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2021-06-03,2021-06-07,4 days
10841,*PLUTO,GRAY TABBY,WHITE,Male,2021-05-14,2.0,2021-06-03,UNDER AGE/WEIGHT,STRAY,OTC,,2021-06-16,"1700 BLK E JACKSON ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2021-06-03,2021-06-16,13 days
10842,UNKNOWN,BLACK,WHITE,Male,2021-05-31,1.0,2021-06-03,UNDER AGE/WEIGHT,STRAY,OTC,,2021-06-03,"12200 BLK CHRISTOPHER LN, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,1,2021-06-03,2021-06-03,0 days
10843,UNKNOWN,BRN TABBY,,Female,2021-05-31,1.0,2021-06-03,UNDER AGE/WEIGHT,STRAY,OTC,,2021-06-03,"12200 BLK CHRISTOPHER LN, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,1,2021-06-03,2021-06-03,0 days
10844,*THOR,SLVR TABBY,,Neutered,2021-04-03,2.0,2021-06-03,UNDER AGE/WEIGHT,STRAY,OTC,,2021-06-16,"800 BLK E 70TH ST, LONG BEACH, CA 90805",LONG BEACH,FOSTER TO ADOPT,,1,2021-06-03,2021-06-16,13 days
10845,COOKIE,GRAY,,Spayed,2021-03-06,2.0,2021-06-06,NORMAL,STRAY,OTC,,2021-07-11,"5200 BLK GUNDRY AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,1,2021-06-06,2021-07-11,35 days
10846,*CATSUP,BRN TABBY,,Female,2021-05-12,2.0,2021-06-05,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-07-07,"300 BLK CEDAR AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,FOUND ANIM,1,2021-06-05,2021-07-07,32 days
10847,BONNIE,BLACK,WHITE,Female,2021-05-06,2.0,2021-06-06,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-07-02,"1600 BLK E 3RD ST, LONG BEACH, CA 90802",LONG BEACH,RESCUE,LITTLELION,1,2021-06-06,2021-07-02,26 days
10848,MOLLY,GRAY,,Female,2021-05-08,2.0,2021-06-08,UNDER AGE/WEIGHT,STRAY,OTC,,2021-07-02,"7000 BLK SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLELION,1,2021-06-08,2021-07-02,24 days
10849,*MARIO,TAN,,Male,2021-05-08,2.0,2021-06-08,UNDER AGE/WEIGHT,STRAY,OTC,,2021-06-17,"7000 BLK SPRING ST, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2021-06-08,2021-06-17,9 days
10850,*DORITO,BLACK,,Spayed,2021-04-30,2.0,2021-06-09,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-12-26,"900 BLK E LURAY ST, LONG BEACH, CA 90807",LONG BEACH,RESCUE,KITTYBUNGA,1,2021-06-09,2021-12-26,200 days
10851,*CINNAMON,BLACK,,Spayed,2021-04-30,2.0,2021-06-09,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-09-15,"900 BLK E LURAY ST, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WEB,1,2021-06-09,2021-09-15,98 days
10852,*MACARONI,BRN TABBY,,Spayed,2021-04-24,2.0,2021-06-10,FRACTIOUS,STRAY,OTC,,2021-08-08,"5900 BLK E 7TH ST, LONG BEACH, CA 90822",LONG BEACH,ADOPTION,WALKIN,1,2021-06-10,2021-08-08,59 days
10853,,BLACK,,Male,2021-05-22,1.0,2021-06-11,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-06-15,"1500 BLK LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2021-06-11,2021-06-15,4 days
10854,*FUR-AN DRESCHER,BRN TABBY,BLACK,Female,2021-03-11,2.0,2021-06-11,NORMAL,STRAY,OTC,,2021-07-02,"2100 BLK PASADENA AVE, LONG BEACH, CA 90806",LONG BEACH,FOSTER TO ADOPT,,1,2021-06-11,2021-07-02,21 days
10855,,BLACK,,Female,2011-06-13,11.0,2021-06-12,INJURED  SEVERE,STRAY,FIELD,,2021-06-13,"1600 BLK OHIO AVE, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,AT VET,0,2021-06-12,2021-06-13,1 days
10856,,GRAY,WHITE,Female,2018-06-13,4.0,2021-06-13,INJURED  SEVERE,STRAY,FIELD,,2021-06-13,"5800 BLK E ADDERLY DR, LONG BEACH, CA 90808",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2021-06-13,2021-06-13,0 days
10857,SIMBA,ORANGE,WHITE,Neutered,2019-06-17,3.0,2021-06-18,INJURED  MILD,STRAY,OTC,,2021-06-18,"200 BLK W 67TH WAY, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,1,2021-06-18,2021-06-18,0 days
10858,,ORANGE,,Male,2021-05-21,1.0,2021-06-17,ILL MILD,STRAY,OTC,,2021-06-24,"1400 BLK ORIZABA AVE, LONG BEACH, CA 90804",LONG BEACH,DIED,IN CARE,0,2021-06-17,2021-06-24,7 days
10859,,ORANGE,,Female,2021-05-21,1.0,2021-06-17,ILL MILD,STRAY,OTC,,2021-06-17,"1400 BLK ORIZABA AVE, LONG BEACH, CA 90804",LONG BEACH,FOSTER TO ADOPT,,1,2021-06-17,2021-06-17,0 days
10860,,TORTIE,,Female,2021-05-21,1.0,2021-06-17,ILL MILD,STRAY,OTC,,2021-06-17,"1400 BLK ORIZABA AVE, LONG BEACH, CA 90804",LONG BEACH,FOSTER TO ADOPT,,1,2021-06-17,2021-06-17,0 days
10861,,BRN TABBY,,Unknown,2021-06-17,1.0,2021-06-20,UNDER AGE/WEIGHT,STRAY,OTC,,2021-06-21,"1300 BLK PETERSON AVE, LONG BEACH, CA 90813",LONG BEACH,DIED,IN CARE,0,2021-06-20,2021-06-21,1 days
10862,,GRAY TABBY,,Unknown,,,2021-06-21,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-06-21,"437 OLIVE AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,LITTLELION,1,2021-06-21,2021-06-21,0 days
10863,,ORG TABBY,WHITE,Unknown,2014-06-21,8.0,2021-06-21,INJURED  SEVERE,STRAY,FIELD,,2021-06-21,"3500 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,DIED,ENROUTE,0,2021-06-21,2021-06-21,0 days
10864,OAT,ORG TABBY,,Unknown,2021-06-23,1.0,2021-06-26,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-06-26,"1500 BLK CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLELION,1,2021-06-26,2021-06-26,0 days
10865,OSCAR,CREAM,,Unknown,2021-06-23,1.0,2021-06-26,UNDER AGE/WEIGHT,STRAY,FIELD,,2021-06-26,"1500 BLK CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLELION,1,2021-06-26,2021-06-26,0 days
10866,,BRN TIGER,,Male,2021-01-28,2.0,2021-06-28,INJURED  MODERATE,STRAY,FIELD,,2021-06-29,"3700 BLK CALIFORNIA AVE, LONG BEACH, CA 90807",LONG BEACH,EUTHANASIA,AT VET,0,2021-06-28,2021-06-29,1 days
10867,*SASSY,BLACK,WHITE,Spayed,2021-03-02,2.0,2021-06-30,NORMAL,STRAY,OTC,,2021-07-28,"1400 BLK LEMON AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,1,2021-06-30,2021-07-28,28 days
