Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,intake_is_dead,outcome_is_dead,was_outcome_alive
A623489,*LES PAUL,CAT,ORANGE,WHITE,Neutered,3/20/2014,9,5/14/2019,INJURED  SEVERE,STRAY,FIELD,,5/15/2019,"8200 E TULA ST, LONG BEACH, CA 90808",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A623557,*MAXENCE,CAT,FLAME PT,,Neutered,3/21/2014,9,3/21/2019,NORMAL,STRAY,TRAP,,3/29/2019,"1400 BLK LEMON AVE, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A623575,*CLEMENT,CAT,GRAY,,Spayed,3/21/2016,7,3/21/2019,NORMAL,STRAY,TRAP,,3/29/2019,"3700 BLK ELM AVE, LONG BEACH, CA 90807",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A623589,,CAT,BRN TABBY,WHITE,Male,2/21/2019,4,3/21/2019,UNDER AGE/WEIGHT,STRAY,OTC,,3/24/2019,"1000 BLK RIDGEWOOD ST, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A623787,,CAT,BLACK,WHITE,Unknown,3/23/2019,4,3/25/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,3/25/2019,"1900 MYRTLE AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A623821,,CAT,BRN TABBY,WHITE,Male,2/26/2019,4,3/26/2019,UNDER AGE/WEIGHT,STRAY,OTC,,3/27/2019,"7550 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A623822,,CAT,BRN TABBY,WHITE,Male,2/26/2019,4,3/26/2019,UNDER AGE/WEIGHT,STRAY,OTC,,3/27/2019,"7550 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A623838,,CAT,BLACK,,Female,3/27/2018,5,3/27/2019,ILL MILD,STRAY,FIELD,,3/28/2019,"1400 BLK ELM AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A623885,FAITH,CAT,CALICO,,Female,3/28/2015,8,3/28/2019,NORMAL,STRAY,OTC,,3/30/2019,"2000 BLK N LAKEWOOD BLVD, LONG BEACH, CA 90815",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A623940,*BROWN SUGAR,CAT,GRAY TABBY,,Spayed,10/29/2018,4,3/29/2019,FRACTIOUS,STRAY,OTC,,4/18/2019,"4800 PEPPERWOOD AVE, LONG BEACH, CA 90808",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A623964,*SASSY,CAT,CALICO DIL,,Spayed,3/29/2018,5,3/29/2019,NORMAL,STRAY,OTC,,4/7/2019,"19500 BLK ALIDA AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A623970,KOSHKA,CAT,GRAY,,Neutered,,,3/29/2019,NORMAL,STRAY,OTC,,5/21/2019,"2800 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,REMOTE EVT,Alive on Intake,FALSE,1
A624003,*CINDY SUE,CAT,BLACK,,Spayed,3/30/2017,6,3/30/2019,FRACTIOUS,STRAY,FIELD,,6/21/2019,"6300 BLK ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A624020,,CAT,GRAY TABBY,WHITE,Female,3/18/2019,4,3/30/2019,FRACTIOUS,STRAY,TRAP,,5/11/2019,"1200 BLK MAHANNA AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A624023,,CAT,BRN TABBY,,Female,3/30/2009,14,3/30/2019,FRACTIOUS,STRAY,OTC,,3/31/2019,"63RD ST / ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,DIED,IN KENNEL,Alive on Intake,TRUE,0
A624129,*MICKEY,CAT,WHITE,TAN,Neutered,4/1/2017,6,4/1/2019,INJURED  MODERATE,STRAY,OTC,,5/30/2019,"900 BLK WALNUT AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,REMOTE EVT,Alive on Intake,FALSE,1
A624282,,CAT,WHITE,ORANGE,Male,2/5/2019,4,4/5/2019,UNDER AGE/WEIGHT,OWNER SURRENDER,OTC,ABANDON,4/6/2019,"19600 BLK SEQUOIA AVE, CERRITOS, CA 90703",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A624284,,CAT,WHITE,ORANGE,Male,2/5/2019,4,4/5/2019,UNDER AGE/WEIGHT,OWNER SURRENDER,OTC,ABANDON,4/6/2019,"19600 BLK SEQUOIA AVE, CERRITOS, CA 90703",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A624303,CRICKET,CAT,ORG TABBY,,Neutered,11/20/2013,9,4/5/2019,NORMAL,STRAY,OTC,,4/11/2019,"E 1ST ST / CERRITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A624325,,CAT,GRAY TABBY,,Male,3/31/2019,4,4/6/2019,UNDER AGE/WEIGHT,OWNER SURRENDER,OTC,MOVE,4/6/2019,"18000 BLK S BECHARD PL, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A624413,,CAT,WHITE,CALICO,Unknown,3/25/2019,4,4/9/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,4/9/2019,"2100 BLK E ARTESIA BLVD, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A624474,,CAT,WHITE,,Unknown,4/8/2019,4,4/10/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,4/10/2019,"2600 BLK E 11TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A624678,*COOKIE?,CAT,GRAY TABBY,,Spayed,4/13/2018,5,4/13/2019,FRACTIOUS,STRAY,FIELD,,4/22/2019,"3000 BLK E 69TH ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A624688,*CHARLIE,CAT,BRN TABBY,,Male,4/13/2018,5,4/13/2019,NORMAL,STRAY,OTC,,5/26/2019,"6400 BLK ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A624693,,CAT,ORG TABBY,WHITE,Male,1/13/2019,4,4/13/2019,NORMAL,STRAY,OTC,,4/14/2019,"11000 SHARON ST, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A624740,,CAT,BLACK,WHITE,Female,4/8/2019,4,4/14/2019,UNDER AGE/WEIGHT,STRAY,OTC,,4/14/2019,"LONG BEACH BLVD / 20TH ST, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A624771,,CAT,ORG TABBY,,Female,4/3/2019,4,4/15/2019,UNDER AGE/WEIGHT,STRAY,OTC,,4/15/2019,"ORANGE AVE / E SPRING ST, LONG BEACH, CA 90807",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A624807,COOKIE,CAT,GRAY,WHITE,Spayed,4/16/2018,5,4/16/2019,NORMAL,OWNER SURRENDER,FIELD,,6/23/2019,"1000 BLK E 7TH ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SOCIAL MED,Alive on Intake,FALSE,1
A624808,,CAT,GRAY,WHITE,Female,4/1/2019,4,4/16/2019,NORMAL,CONFISCATE,POLICE,,4/18/2019,"1000 BLK E 7TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A624847,,CAT,GRAY TABBY,,Female,4/9/2019,4,4/17/2019,UNDER AGE/WEIGHT,STRAY,OTC,,4/20/2019,"20000 BLK AVENIDO BARCELONA, CERRITOS, CA 90703",CERRITOS,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A624869,KITTY WIDDY,CAT,TORTIE,,Spayed,3/27/2019,4,4/17/2019,UNDER AGE/WEIGHT,STRAY,OTC,,7/27/2019,"E PACIFIC COAST HWY / OBISPO AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A624985,,CAT,TORTIE,WHITE,Female,4/19/2017,6,4/19/2019,NORMAL,STRAY,OTC,,4/20/2019,"2700 E 56TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A624991,,CAT,ORG TABBY,,Unknown,4/17/2019,4,4/19/2019,UNDER AGE/WEIGHT,STRAY,OTC,,4/20/2019,"2700 E 56TH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A625007,,CAT,ORANGE,WHITE,Unknown,4/6/2019,4,4/20/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,4/20/2019,"300 BLK E NEECE ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A625009,,CAT,WHITE,,Unknown,4/6/2019,4,4/20/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,4/20/2019,"300 BLK E NEECE ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A625011,,CAT,BRN TABBY,WHITE,Unknown,4/6/2019,4,4/20/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,4/20/2019,"300 BLK E NEECE ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A625135,,CAT,BLACK,,Unknown,4/15/2019,4,4/22/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,4/22/2019,"2600 E PACIFIC COAST HWY, SIGNAL HILL, CA 90755",SIGNAL HILL,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A625174,,CAT,BLACK,,Unknown,4/21/2019,4,4/23/2019,INJURED  MODERATE,STRAY,FIELD,,4/24/2019,"ELENA ST / ESTELLA AVE, CERRITOS, CA 90703",CERRITOS,DIED,IN CARE,Alive on Intake,TRUE,0
A625213,,CAT,GRAY TABBY,,Female,4/3/2019,4,4/24/2019,UNDER AGE/WEIGHT,STRAY,OTC,,4/25/2019,"1200 CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A625276,,CAT,GRAY,,Female,4/19/2019,4,4/25/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/18/2019,"900 N LOMA VISTA DR, LONG BEACH, CA 90813",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A625359,*CHERRY GLAZE,CAT,BRN TABBY,WHITE,Spayed,4/26/2017,6,4/26/2019,FRACTIOUS,STRAY,OTC,,6/1/2019,"7100 N ATLANTIC PL, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A625378,,CAT,TORTIE,,Female,3/26/2019,4,4/26/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,5/10/2019,"400 BLK E ELLIS ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A625444,SUGARFOOT,CAT,WHITE,,Male,3/12/2019,4,4/27/2019,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,5/1/2019,"6000 BLK LOYNES DR, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A625528,*SANSA,CAT,WHITE,GRAY,Female,4/26/2019,4,4/26/2019,UNDER AGE/WEIGHT,STRAY,OTC,,6/7/2019,"1400 COTA AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A625531,*DAENERYS,CAT,WHITE,,Female,4/26/2019,4,4/26/2019,UNDER AGE/WEIGHT,STRAY,OTC,,6/7/2019,"1400 COTA AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A625576,,CAT,GRAY TABBY,WHITE,Female,4/8/2019,4,4/29/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,4/30/2019,"6700 BLK LEWIS AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A625577,,CAT,SEAL PT,,Female,4/8/2019,4,4/29/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,4/30/2019,"6700 BLK LEWIS AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A625627,*MARINA,CAT,GRAY,WHITE,Female,2/1/2019,4,5/1/2019,NORMAL,STRAY,OTC,,5/4/2019,"E 15TH ST / ALAMITOS AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A625756,,CAT,ORG TABBY,WHITE,Female,4/3/2019,4,5/2/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/4/2019,"400 E SMITH ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A625763,,CAT,BRN TABBY,WHITE,Male,1/3/2019,4,5/2/2019,NORMAL,STRAY,OTC,,5/4/2019,"500 BLK MAGNOLIA AVE, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A625808,,CAT,CALICO DIL,,Spayed,5/3/2017,6,5/3/2019,NORMAL,STRAY,OTC,,5/6/2019,"5500 BLK ACKERFIELD AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A625809,,CAT,BRN TABBY,WHITE,Male,2/3/2019,4,5/3/2019,NORMAL,STRAY,OTC,,5/6/2019,"5500 BLK ACKERFIELD AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A625811,,CAT,WHITE,CALICO,Female,2/3/2019,4,5/3/2019,NORMAL,STRAY,OTC,,5/6/2019,"5500 BLK ACKERFIELD AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A625812,,CAT,WHITE,CALICO,Female,2/3/2019,4,5/3/2019,NORMAL,STRAY,OTC,,5/6/2019,"5500 BLK ACKERFIELD AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A625818,,CAT,TORTIE DIL,,Female,4/12/2019,4,5/3/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,5/3/2019,"2100 W WARDLOW RD, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A625823,,CAT,BLACK,,Female,5/4/2013,10,5/4/2019,ILL SEVERE,STRAY,FIELD,,5/4/2019,"1900 ATLANTIC AVE, LONG BEACH, CA 90806",LONG BEACH,DIED,ENROUTE,Alive on Intake,TRUE,0
A625829,,CAT,TORTIE,,Female,4/4/2019,4,5/4/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/4/2019,"1400 WARREN AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A625831,,CAT,BRN TABBY,WHITE,Female,4/4/2019,4,5/4/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/4/2019,"1400 WARREN AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,OTHER RESC,Alive on Intake,FALSE,1
A625884,,CAT,BLACK,WHITE,Female,3/5/2019,4,5/5/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/8/2019,"70 BLK E ELLIS ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A625887,,CAT,WHITE,BLACK,Female,4/6/2019,4,5/5/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,5/10/2019,"2700 BLK EASY AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A625899,TIGGER,CAT,ORANGE,,Neutered,5/5/2016,7,5/5/2019,NORMAL,STRAY,OTC,,5/8/2019,"10TH ST / DAISY AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A625909,*TORNATO,CAT,ORG TABBY,,Neutered,5/6/2016,7,5/6/2019,FRACTIOUS,STRAY,TRAP,,5/14/2019,"1700 BLK GLADYS AVE, LONG BEACH, CA 90804",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A625920,,CAT,ORG TABBY,WHITE,Female,3/25/2019,4,5/6/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/8/2019,"3700 ATLANTIC AVE, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A625921,,CAT,CALICO,WHITE,Female,3/25/2019,4,5/6/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/8/2019,"3700 ATLANTIC AVE, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A625923,,CAT,ORG TABBY,WHITE,Female,3/25/2019,4,5/6/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/8/2019,"3700 ATLANTIC AVE, LONG BEACH, CA 90807",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A625930,,CAT,CALICO,,Female,4/6/2019,4,5/6/2019,UNDER AGE/WEIGHT,STRAY,FIELD,,5/6/2019,"400 E ELLIS ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A625937,*POPPY SEED,CAT,BLACK,WHITE,Spayed,5/6/2018,5,5/6/2019,NORMAL,STRAY,TRAP,,5/14/2019,"1200 E PLYMOUTH ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A625961,,CAT,BLACK,,Female,3/7/2019,4,5/7/2019,FRACTIOUS,STRAY,FIELD,,5/11/2019,"3500 KATELLA AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A625962,,CAT,BRN TABBY,WHITE,Male,3/7/2019,4,5/7/2019,FRACTIOUS,STRAY,FIELD,,5/11/2019,"3500 KATELLA AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A625963,,CAT,SEAL PT,WHITE,Female,3/7/2019,4,5/7/2019,FRACTIOUS,STRAY,FIELD,,5/11/2019,"3500 KATELLA AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A626004,*JUICY,CAT,ORANGE,WHITE,Spayed,5/8/2016,7,5/8/2019,NORMAL,STRAY,OTC,,6/19/2019,"3700 ATLANTIC AVE, LONG BEACH, CA 90807",LONG BEACH,RESCUE,STRAYCATAL,Alive on Intake,FALSE,1
A626005,*SVETLANA,CAT,BRN TABBY,,Spayed,5/8/2016,7,5/8/2019,FRACTIOUS,STRAY,OTC,,5/24/2019,"2000 BLK E 17TH ST, LONG BEACH, CA 90804",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A626006,,CAT,BRN TABBY,,Male,4/5/2019,4,5/8/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/18/2019,"2000 BLK E 17TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A626010,,CAT,GRAY TABBY,,Male,4/5/2019,4,5/8/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/18/2019,"2000 BLK E 17TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A626045,,CAT,BLACK,,Male,4/23/2019,4,5/8/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/17/2019,"5000 BLK EL CEDRAL ST, LONG BEACH, CA 90815",LONG BEACH,DIED,,Alive on Intake,TRUE,0
A626047,*DAVIE,CAT,BRN TABBY,,Neutered,5/8/2016,7,5/8/2019,FRACTIOUS,STRAY,OTC,,5/22/2019,"1000 E 5TH ST, LONG BEACH, CA 90802",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A626066,,CAT,BLACK,,Male,4/9/2019,4,5/9/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/10/2019,"1800 E 61ST ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A626067,,CAT,GRAY TABBY,,Female,4/9/2019,4,5/9/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/10/2019,"1800 E 61ST ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A626069,,CAT,BRN TABBY,WHITE,Female,5/9/2016,7,5/9/2019,NORMAL,STRAY,OTC,,5/12/2019,"1700 GAVIOTA AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A626107,,CAT,TORTIE,WHITE,Female,4/9/2019,4,5/9/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/18/2019,"3700 BLK CERRITOS AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,SBACC,Alive on Intake,FALSE,1
A626108,,CAT,TORTIE,,Female,4/9/2019,4,5/9/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/18/2019,"3700 BLK CERRITOS AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,SBACC,Alive on Intake,FALSE,1
A626110,*DASANI,CAT,BLACK,WHITE,Spayed,2/22/2019,4,5/9/2019,NORMAL,STRAY,OTC,,5/22/2019,"1000 BLK E NEVADA ST, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A626115,*RED SKULL,CAT,ORANGE,,Neutered,5/9/2016,7,5/9/2019,FRACTIOUS,STRAY,FIELD,,5/24/2019,"300 BLK E 61ST ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A626124,,CAT,TORTIE,BLACK,Female,3/9/2019,4,5/9/2019,NORMAL,STRAY,OTC,,5/13/2019,"2200 BLK LOCUST AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A626130,,CAT,BLACK,WHITE,Female,5/9/2017,6,5/9/2019,NORMAL,STRAY,OTC,,5/12/2019,"2000 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A626162,,CAT,BRN TABBY,WHITE,Neutered,5/10/2016,7,5/10/2019,ILL MILD,STRAY,OTC,,6/6/2019,"2200 ORANGE AVE, LONG BEACH, CA 90806",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A626197,SPARKY,CAT,BRN TABBY,,Spayed,11/11/2018,4,5/10/2019,NORMAL,STRAY,OTC,,5/17/2019,"5900 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90803",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A626250,REGGIE,CAT,ORANGE,WHITE,Male,5/11/2011,12,5/11/2019,NORMAL,OWNER SURRENDER,OTC,MOVE,5/12/2019,"5400 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A626254,*POTATOE,CAT,BLACK,,Spayed,5/11/2018,5,5/11/2019,ILL MILD,STRAY,OTC,,6/11/2019,"2000 CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A626255,,CAT,TORTIE,,Female,5/4/2019,4,5/11/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/26/2019,"1400 BLK LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A626256,,CAT,TORTIE,,Female,5/4/2019,4,5/11/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/26/2019,"1400 BLK LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A626258,,CAT,ORG TABBY,WHITE,Male,5/4/2019,4,5/11/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/26/2019,"1400 BLK LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A626263,,CAT,BRN TABBY,,Female,4/14/2019,4,5/11/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/26/2019,"1000 BLK E 5TH ST, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,ILL MODERA,Alive on Intake,TRUE,0
A626274,YUSUKE,CAT,BLACK,,Neutered,1/11/2019,4,5/11/2019,NORMAL,STRAY,OTC,,5/24/2019,"14TH ST / CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A626274,YUSUKE,CAT,BLACK,,Neutered,1/11/2019,4,6/7/2019,WELFARE SEIZURES,CONFISCATE,CRUELTY,,6/7/2019,"700 CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,Alive on Intake,FALSE,1
A626284,,CAT,BRN TABBY,,Male,5/11/2018,5,5/11/2019,INJURED  SEVERE,STRAY,FIELD,,5/11/2019,"10 BLK W PLEASANT ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A626337,*ARIEL,CAT,GRAY TABBY,WHITE,Female,11/12/2018,4,5/12/2019,INJURED  MODERATE,STRAY,FIELD,,6/3/2019,"1000 BLK N DEL REY CT, LONG BEACH, CA 90813",LONG BEACH,RESCUE,ZOEYSPLACE,Alive on Intake,FALSE,1
A626354,,CAT,BLACK,,Female,4/28/2019,4,5/13/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/16/2019,"200 BLK GRAND AVE, LONG BEACH, CA 90803",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A626357,,CAT,BRN TABBY,,Female,4/28/2019,4,5/13/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/16/2019,"200 BLK GRAND AVE, LONG BEACH, CA 90803",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A626359,,CAT,GRAY TABBY,WHITE,Male,4/22/2019,4,5/13/2019,UNDER AGE/WEIGHT,STRAY,OTC,,5/18/2019,"11500 BLK IMPERIAL HWY, NORWALK, CA 90650",SEAACA,RESCUE,SBACC,Alive on Intake,FALSE,1
